,Quality,ID#1,ID#2,#1 String,#2 String
3337,1,2002136,2002037,Wall Street is looking for a profit of 30 cents a share in the third quarter and $1.31 for the fiscal year.,Analysts were expecting a profit of 30 cents a share for the third quarter and $1.31 a share for the full year.
3340,1,907751,907588,The Nets and the Spurs are crossing new frontiers of offensive ineptitude while causing their high-scoring American Basketball Association forefathers to cringe.,The Nets and the San Antonio Spurs are crossing new frontiers of offensive ineptitude while embarrassing their high-scoring ABA forefathers.
3341,1,1646704,1646618,"Police spokesman Brigadier-General Edward Aritonang confirmed that another two men had been arrested yesterday, one in Jakarta and another in Magelang in central Java.","Brigadier General Edward Aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in Jakarta and another in Magelang, Central Java."
3342,1,248894,248865,Most taxpayers will get surprise tax cuts of between $4 and $11 a week from July 1.,Australia's 9 million income taxpayers received surprise tax cuts of between $3 and $11 a week from Treasurer Peter Costello last night.
3343,1,3446482,3446446,"""I can tell you that it's routine for IBM to challenge its internal IT teams to rigorously test new platforms and technologies inside IBM.""","""It is routine for IBM to challenge its internal IT team to rigorously test new platforms and technology inside IBM."""
3344,1,3085795,3085540,Roberts said his committee was briefed about a week ago about the likelihood of a major attack in Saudi Arabia.,Roberts said on Fox News Sunday that said his committee was briefed about a week ago about the likelihood of an attack in Saudi Arabia.
3345,1,2527006,2527060,"Neither immediately said his agency would appeal the decision, but many others following the case said an appeal was likely soon.",Neither said whether they would appeal the decision but others said an appeal was certain.
3346,1,2341846,2341677,"BofA said yesterday it had ""policies in place that prohibit late-day trading"".","Bank of America says its policies prohibit late-day trading, which is illegal."
3347,1,2879203,2878495,Palm Beach County is considering adding up to $200 million more in incentives.,Palm Beach County is prepared to kick in another $200 million to build the institute's campus.
3348,1,1084599,1084669,Viacom's lawyers say Spike is a common name that does not necessarily prompt thoughts of Lee.,Viacom's lawyers say Spike is a common name that doesn't necessarily prompt thoughts of the 46-year-old film director.
3349,1,883875,883827,"The American troops, who also defend the mayor's compound, have been attacked on two separate occasions.","The American troops from 3-15 infantry, who also defend the compound of the Falluja mayor, have been attacked on two occasions."
3350,1,2221994,2222004,YES filed suit yesterday in the Supreme Court of New York County in Manhattan.,The suit was filed in the Supreme Court of New York County.
3351,1,1762569,1762526,Hester said Sanmina was the best fit among several purchase offers the company received from electronics manufacturers and computer makers.,Hester said Sanmina's offer was the best among several Newisys received from electronics manufacturers and computer makers.
3353,1,2869052,2869113,The discovery was published yesterday in the New England Journal of Medicine.,They appear in the Oct. 23 issue of The New England Journal of Medicine.
3357,1,786554,786522,Mr. Grassley and Mr. Baucus rejected any disparity in drug benefits.,Grassley and Baucus said they had rejected that approach in their plan.
3358,1,2331892,2331244,Investigators conducted DNA tests on the stains and ran the results through a national DNA data base in August.,Investigators conducted DNA tests on the stains and ran the results through a national database last month.
3359,1,776470,776441,"In January, Georgia's U.N. envoy Revaz Adamia accused Russia of annexing the region and appealed to the Security Council to ""assume effective leadership over the peace process.""","In January, it accused Russia of annexing the region and appealed to the U.N. Security Council to ""assume effective leadership over the peace process."""
3360,1,2226471,2226151,"If you're over here thinking this problem has been blown out of proportion by the media, you are wrong.","""If you think this problem has been blown out of proportion by the media, you are wrong."""
3361,1,2054996,2054926,WHO noted that most resistant bacteria growth among humans was due to overuse of antibiotics by doctors -- not due to farmers.,"The WHO said in a report on Wednesday that most resistant bacteria growth among humans was not due to farmers, but to overuse of antibiotics by doctors."
3362,1,3254506,3254576,"In Canada, Tim Hortons' same-store sales were up as much as 6.7 per cent.",Tim Hortons' same-store sales in Canada rose by 6.7 per cent.
3363,1,3123856,3123720,One had also pointed to the word refugee in an English/Turkish dictionary.,"One man had brandished an English-Turkish dictionary and pointed to the word ""refugee""."
3364,1,1057995,1057778,"The hearing, expected to last a week, will determine whether Akbar faces a court-martial.",The purpose of the hearing is to determine whether Akbar should be court-martialled.
3365,1,452856,452912,"Drug developer Inspire Pharmaceuticals Inc. ISPH.O tumbled $2.17, or 13.4 percent, to $13.98.","Drug developer Inspire Pharmaceuticals Inc. (nasdaq: ISPH - news - people) tumbled $2.17, or 13.4 percent, to $13.98."
3366,1,2263996,2263904,Russian cosmonaut Malenchenko managed a space first earlier this month by marrying his earth-bound fiance by space phone.,Russian cosmonaut Malenchenko achieved a first earlier this month when he married his earth-bound fiancee by video link.
3367,1,1015170,1015204,"Wal-Mart, Kohl's Corp., Family Dollar Stores Inc., and Big Lots Inc. were among the merchants posting May sales that fell below Wall Street's modest expectations.","Wal- Mart, Kohl's Corp., Family Dollar Stores Inc., and Big Lots Inc. posted May sales that fell below Wall Street's modest expectations."
3369,1,2011669,2011807,A senior Malaysian member of JI testified in June that Bashir had approved the church bomb attacks and had called a meeting to plan Megawati's assassination.,A senior Malaysian member of Jemaah Islamiah testified on June 26 that Bashir had approved the church bomb attacks and had also called a meeting to plan Megawati's assassination.
3371,1,1306668,1306618,"Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.","Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery."
